id_solicitud,edad,genero,estado_civil,nivel_educacion,ciudad,tipo_empleo,antiguedad_laboral_meses,ingreso_mensual_bs,monto_solicitado_bs,plazo_meses,num_dependientes,puntaje_crediticio,tiene_vivienda_propia,historial_mora,nivel_riesgo,aprobado
1634,27,Femenino,Soltero,Técnico,La Paz,Dependiente,424.0,8697.0,98878.0,36,2,511.0,Sí,No,Medio,0
1635,54,Masculino, SOLTERO,Técnico,Cochabamba,Dependiente,373.0,9887.0,120390.0,12,4,535.0,No,No,Medio,0
1636,30,Femenino,Soltero,Técnico,Santa Cruz,Dependiente,382.0,7374.0,83931.0,36,0,696.0,NO,No,Bajo,1
1637,33,Femenino,Casado,Secundaria,Santa Cruz,Desempleado,,3745.0,12534.0,12,3,746.0,Sí,No,Medio,0
1638,60,Femenino,Divorciado,Licenciatura,La Paz,Independiente,116.0,,105448.0,48,2,636.0,No,No,Medio,0
1639,68,Femenino,Casado,Secundaria,Cochabamba,Independiente,140.0,5649.0,37848.0,12,1,701.0,No,No,Medio,0
1640,53,Femenino, SOLTERO,Licenciatura,El Alto,Empleado Público,256.0,8302.0,71409.0,12,2,698.0,si,No,Bajo,1
1641,66,Masculino,Casado,Licenciatura,El Alto,Empleado Público,224.0,12558.0,73344.0,36,3,631.0,NO,Sí,Alto,1
1642,63,Masculino,Soltero,Técnico,La Paz,Independiente,337.0,5278.0,56090.0,36,1,551.0,No,No,Alto,1
1643,43,Masculino,Unión Libre,Licenciatura,Santa Cruz,Independiente,4.0,,80771.0,36,3,701.0,si,No,Medio,0
1644,58,Femenino,Soltero,Secundaria,Tarija,Empleado Público,66.0,5945.0,65087.0,60,5,705.0,No,No,Bajo,1
1645,35,Femenino,Casado,Licenciatura,Santa Cruz,Dependiente,359.0,11258.0,42734.0,12,1,730.0,Sí,No,Bajo,1
1646,42,Femenino,Soltero,Licenciatura,Potosí,Desempleado,,10892.0,40094.0,36,6,678.0,Sí,No,Medio,1
1647,46,Masculino,Casado,Licenciatura,Oruro,Dependiente,145.0,6821.0,45943.0,18,4,545.0,Sí,No,Medio,1
1648,68,Masculino,Casado,Licenciatura,Santa Cruz,Dependiente,149.0,10400.0,19554.0,24,5,712.0,No,No,Bajo,0
1649,62,Femenino,Divorciado,Licenciatura,Sucre,Empleado Público,270.0,8735.0,81311.0,24,0,650.0,No,No,Bajo,0
1650,43,Masculino,Soltero,Posgrado,Potosí,Dependiente,229.0,9446.0,48414.0,6,5,607.0,No,No,Bajo,0
1651,52,Femenino, UNIÓN LIBRE,Técnico,Cochabamba,Dependiente,81.0,6212.0,49794.0,24,2,,Sí,No,Bajo,1
1652,28,Femenino,Casado,Licenciatura,La Paz,Dependiente,240.0,9444.0,22597.0,36,4,588.0,NO,Sí,Alto,0
1653,60,Femenino,Divorciado,Licenciatura,La Paz,Independiente,394.0,6382.0,21952.0,12,5,730.0,No,No,Medio,0
1654,47,Femenino,Divorciado,Técnico,Riberalta,Empleado Público,350.0,7430.0,61233.0,48,1,522.0,Sí,No,Medio,0
1655,46,Masculino,Unión Libre,Posgrado,Sucre,Dependiente,393.0,11382.0,57165.0,24,1,,si,No,Medio,0
1656,58,Masculino,Soltero,Técnico,Montero,Dependiente,309.0,6936.0,30363.0,12,0,620.0,No,No,Bajo,0
1657,51,Femenino,,Técnico,Cobija,Independiente,422.0,,283144.0,24,4,795.0,Sí,No,Medio,1
1658,21,Masculino,Soltero,Secundaria,La Paz,Jubilado,364.0,4371.0,19835.0,12,5,745.0,No,No,Bajo,1
1659,33,Masculino,Soltero,Secundaria,Sucre,Dependiente,22.0,6636.0,56758.0,6,2,502.0,No,Sí,Alto,0
1660,27,Masculino,Casado,Licenciatura,Santa Cruz,Jubilado,455.0,10822.0,40047.0,36,1,772.0,si,No,Bajo,1
1661,56,Masculino,Unión Libre,Técnico,Sucre,Desempleado,,3285.0,20866.0,12,2,771.0,No,No,Medio,0
1662,19,Femenino,Unión Libre,Técnico,La Paz,Dependiente,308.0,4899.0,43437.0,12,2,544.0,No,No,Medio,0
1663,28,Masculino,Casado,Secundaria,El Alto,Empleado Público,119.0,4058.0,30474.0,36,6,423.0,No,Sí,Alto,0
1664,49,Femenino,Casado,Técnico,Oruro,Independiente,410.0,,33586.0,6,0,644.0,No,No,Medio,0
1665,54,Masculino,Viudo,Licenciatura,Sucre,Independiente,148.0,9054.0,40618.0,36,2,751.0,No,No,Medio,1
1666,44,Femenino,Unión Libre,Licenciatura,Cochabamba,Independiente,287.0,9614.0,111755.0,36,4,793.0,No,No,Medio,1
1667,63,Masculino,Soltero,Primaria,El Alto,Empleado Público,119.0,1043.0,7568.0,12,1,572.0,Sí,No,Medio,0
1668,66,Femenino,Casado,Técnico,El Alto,Empleado Público,45.0,7198.0,33983.0,24,6,808.0,Sí,No,Bajo,1
1669,25,Femenino, DIVORCIADO,Técnico,Sacaba,Empleado Público,128.0,7851.0,86769.0,12,6,,Sí,No,Medio,0
1670,68,Masculino,Soltero,Licenciatura,Santa Cruz,Jubilado,416.0,,68301.0,24,2,,No,Sí,Alto,0
1671,50,Masculino,Casado,Técnico,Santa Cruz,Independiente,265.0,7048.0,60144.0,6,5,612.0,No,No,Medio,0
1672,51,Femenino,Unión Libre,Técnico,Cochabamba,Empleado Público,9.0,6955.0,78464.0,48,5,754.0,si,Sí,Alto,0
1673,23,Masculino,Unión Libre,Técnico,Santa Cruz,Desempleado,,5339.0,16005.0,12,4,767.0,No,No,Medio,1
1674,50,Masculino,Unión Libre,Técnico,Cochabamba,Dependiente,273.0,4362.0,49541.0,36,1,736.0,si,No,Bajo,1
1675,56,Femenino,Divorciado,Técnico,Santa Cruz,Dependiente,189.0,7271.0,66942.0,12,0,528.0,Sí,No,Medio,0
1676,48,Masculino, SOLTERO,Técnico,Sucre,Dependiente,305.0,7447.0,40218.0,12,2,728.0,si,No,Bajo,1
1677,22,Masculino,Soltero,Licenciatura,Cobija,Desempleado,,10357.0,45082.0,24,0,696.0,No,No,Medio,0
1678,45,Masculino, CASADO,Licenciatura,Montero,Dependiente,464.0,11819.0,31022.0,24,2,500.0,si,No,Medio,0
1679,67,Femenino,Casado,Secundaria,Cochabamba,Empleado Público,402.0,6992.0,80045.0,60,4,464.0,NO,No,Medio,0
1680,56,Femenino,Casado,Licenciatura,Santa Cruz,Dependiente,109.0,6279.0,19930.0,6,4,743.0,No,Sí,Alto,0
1681,25,Masculino,Casado,Licenciatura,Potosí,Dependiente,333.0,8275.0,36354.0,6,1,634.0,Sí,No,Bajo,0
1682,68,Masculino,,Secundaria,Tarija,Independiente,301.0,,38553.0,18,0,534.0,NO,No,Alto,0
1683,68,Masculino,Casado,Técnico,Cochabamba,Dependiente,285.0,,49078.0,18,1,631.0,Sí,No,Bajo,0
1684,26,Masculino,Soltero,Secundaria,Potosí,Desempleado,,7456.0,26405.0,48,3,683.0,No,Sí,Alto,0
1685,60,Masculino,Soltero,Licenciatura,Oruro,Dependiente,71.0,12507.0,128954.0,48,5,643.0,Sí,No,Bajo,1
1686,39,Masculino,Soltero,Secundaria,Potosí,Desempleado,,3809.0,29389.0,48,2,510.0,No,No,Alto,0
1687,49,Masculino,Soltero,Licenciatura,Oruro,Dependiente,392.0,6956.0,77237.0,12,2,820.0,No,No,Bajo,1
1688,41,Masculino,Viudo,Secundaria,El Alto,Jubilado,272.0,4208.0,10905.0,18,3,740.0,Sí,No,Bajo,1
1689,59,Femenino, CASADO,Técnico,Santa Cruz,Independiente,17.0,,15948.0,36,0,620.0,Sí,No,Medio,0
1690,70,Femenino,Soltero,Posgrado,Cochabamba,Dependiente,226.0,8166.0,68407.0,18,1,623.0,Sí,No,Bajo,1
1691,60,Masculino,Divorciado,Técnico,La Paz,Dependiente,127.0,6035.0,21316.0,36,0,682.0,Sí,No,Bajo,0
1692,67,Femenino,Casado,Licenciatura,Tarija,Dependiente,80.0,8055.0,59111.0,12,3,548.0,No,No,Medio,1
1693,68,Femenino,Soltero,Posgrado,Cochabamba,Independiente,27.0,,18164.0,18,3,679.0,No,No,Medio,1
1694,22,Masculino,Soltero,Licenciatura,La Paz,Empleado Público,258.0,10362.0,103203.0,48,4,530.0,No,No,Medio,0
1695,31,Femenino,Soltero,Secundaria,Sucre,Dependiente,321.0,6469.0,71973.0,12,4,644.0,No,No,Bajo,0
1696,56,Femenino,Casado,Licenciatura,Potosí,Independiente,255.0,,108246.0,60,2,545.0,No,No,Alto,0
1697,49,Masculino,Soltero,Primaria,Oruro,Independiente,177.0,4279.0,54297.0,18,6,,No,Sí,Alto,0
1698,20,Masculino,Soltero,Técnico,Santa Cruz,Independiente,370.0,6079.0,69657.0,6,6,,Sí,Sí,Alto,1
1699,23,Femenino,Soltero,Licenciatura,Tarija,Independiente,313.0,10890.0,70067.0,12,0,655.0,Sí,Sí,Alto,0
1700,45,Femenino,Casado,Licenciatura,Santa Cruz,Independiente,436.0,9794.0,56535.0,12,6,669.0,Sí,No,Medio,1
1701,50,Femenino,,Técnico,Cochabamba,Empleado Público,166.0,163569.0,400000.0,24,1,469.0,Sí,No,Medio,1
1702,26,Masculino,Divorciado,Técnico,La Paz,Jubilado,395.0,5311.0,60705.0,12,1,596.0,Sí,No,Medio,0
1703,27,Masculino,Soltero,Licenciatura,Cochabamba,Dependiente,219.0,,132303.0,24,3,692.0,si,No,Bajo,0
1704,24,Femenino,Casado,Licenciatura,Potosí,Dependiente,243.0,10536.0,103062.0,48,0,667.0,Sí,Sí,Alto,0
1705,47,Masculino, CASADO,Técnico,Cochabamba,Dependiente,220.0,7627.0,32027.0,18,2,456.0,Sí,No,Medio,1
1706,18,Femenino,Casado,Licenciatura,Santa Cruz,Independiente,400.0,,400000.0,12,1,669.0,si,Sí,Alto,0
1707,48,Femenino,Soltero,Secundaria,Sucre,Dependiente,21.0,4171.0,50963.0,18,3,683.0,Sí,No,Bajo,1
1708,43,Masculino,Divorciado,Secundaria,Potosí,Jubilado,451.0,4068.0,38833.0,36,5,,Sí,No,Bajo,0
1709,42,Femenino, VIUDO,Licenciatura,El Alto,Independiente,206.0,10667.0,115834.0,24,6,591.0,NO,No,Alto,1
1710,54,Femenino, SOLTERO,Posgrado,Quillacollo,Independiente,101.0,12275.0,93994.0,12,1,448.0,No,Sí,Alto,0
1711,45,Femenino,Soltero,Secundaria,Potosí,Empleado Público,308.0,4966.0,60599.0,24,3,,No,No,Medio,1
1712,56,Masculino,Unión Libre,Secundaria,Yacuiba,Dependiente,385.0,7302.0,19557.0,24,3,551.0,Sí,No,Medio,1
1713,58,Masculino, CASADO,Secundaria,Sacaba,Empleado Público,262.0,7945.0,86094.0,18,2,716.0,si,Sí,Alto,0
1714,66,Masculino,,Licenciatura,Montero,Dependiente,40.0,126669.0,265819.0,12,4,405.0,Sí,No,Medio,1
1715,60,Femenino,Soltero,Secundaria,Oruro,Independiente,36.0,5921.0,33957.0,60,6,610.0,Sí,No,Medio,1
1716,45,Femenino,Casado,Técnico,Cochabamba,Jubilado,270.0,8532.0,26964.0,12,2,778.0,si,No,Bajo,1
1717,44,Masculino,Casado,Posgrado,La Paz,Empleado Público,321.0,13881.0,95343.0,12,0,651.0,No,No,Bajo,1
1718,30,Femenino,Casado,Primaria,Cochabamba,Desempleado,,800.0,4084.0,12,6,731.0,Sí,No,Medio,1
1719,49,Masculino,Unión Libre,Técnico,Oruro,Dependiente,148.0,8342.0,96766.0,24,6,502.0,Sí,No,Medio,1
1720,25,Masculino,Casado,Técnico,Cochabamba,Empleado Público,413.0,7638.0,59894.0,24,2,506.0,No,No,Medio,1
1721,67,Femenino,Soltero,Licenciatura,Tarija,Independiente,6.0,11646.0,131066.0,12,3,779.0,No,No,Medio,0
1722,62,Masculino,Casado,Secundaria,La Paz,Independiente,38.0,4676.0,24061.0,18,6,659.0,Sí,No,Medio,1
1723,24,Femenino,Casado,Técnico,Santa Cruz,Dependiente,74.0,4872.0,10175.0,36,3,659.0,Sí,No,Bajo,0
1724,59,Femenino,Soltero,Secundaria,Santa Cruz,Dependiente,473.0,2322.0,22439.0,18,3,549.0,No,Sí,Alto,0
1725,24,Masculino,Soltero,Licenciatura,Santa Cruz,Independiente,239.0,7921.0,71906.0,48,6,659.0,Sí,Sí,Alto,0
1726,56,Masculino,Casado,Licenciatura,La Paz,Dependiente,76.0,8139.0,61159.0,18,5,547.0,No,No,Medio,0
1727,22,Masculino,Casado,Secundaria,La Paz,Empleado Público,149.0,,66293.0,12,3,757.0,No,No,Bajo,1
1728,43,Masculino,Soltero,Técnico,Tarija,Empleado Público,466.0,6786.0,74648.0,60,1,850.0,Sí,No,Bajo,1
1729,52,Masculino, CASADO,Licenciatura,Santa Cruz,Desempleado,,9100.0,74142.0,36,3,694.0,No,No,Medio,1
1730,56,Masculino,Casado,Primaria,La Paz,Dependiente,107.0,1403.0,20209.0,18,4,593.0,si,No,Medio,0
1731,40,Masculino,Casado,Secundaria,La Paz,Jubilado,442.0,5157.0,46817.0,36,1,422.0,Sí,Sí,Alto,0
1732,66,Femenino,Divorciado,Técnico,Santa Cruz,Dependiente,36.0,6205.0,54045.0,24,3,498.0,si,Sí,Alto,0
1733,59,Masculino, DIVORCIADO,Secundaria,La Paz,Independiente,371.0,,32371.0,18,4,790.0,No,No,Medio,0
1734,29,Masculino,Casado,Secundaria,Potosí,Empleado Público,66.0,1781.0,5822.0,36,0,557.0,si,No,Medio,0
1735,53,Femenino,Soltero,Técnico,Sucre,Dependiente,137.0,,40354.0,36,3,617.0,Sí,No,Bajo,1
1736,56,Femenino, CASADO,Secundaria,El Alto,Dependiente,167.0,5994.0,58551.0,18,5,709.0,No,No,Bajo,1
1737,35,Femenino,Casado,Técnico,Cochabamba,Dependiente,298.0,6720.0,60721.0,24,1,783.0,Sí,No,Bajo,0
1738,57,Femenino,Soltero,Licenciatura,La Paz,Independiente,291.0,7527.0,39092.0,18,3,632.0,No,No,Medio,1
1739,65,Masculino,Soltero,Técnico,El Alto,Empleado Público,384.0,8652.0,73771.0,6,4,614.0,No,No,Bajo,0
1740,61,Femenino,Soltero,Secundaria,Trinidad,Dependiente,142.0,109918.0,395198.0,60,0,656.0,No,No,Bajo,0
1741,58,Masculino,Casado,Licenciatura,Cochabamba,Dependiente,185.0,7398.0,36284.0,24,4,594.0,No,Sí,Alto,0
1742,51,Masculino,Casado,Secundaria,Trinidad,Independiente,186.0,,38820.0,24,1,598.0,No,No,Alto,0
1743,32,Masculino,Soltero,Licenciatura,El Alto,Dependiente,22.0,11049.0,64962.0,24,2,687.0,Sí,No,Bajo,1
1744,60,Femenino,Divorciado,Secundaria,Santa Cruz,Empleado Público,354.0,3092.0,17430.0,24,4,667.0,NO,No,Bajo,1
1745,37,Femenino,Unión Libre,Licenciatura,Santa Cruz,Jubilado,265.0,9592.0,64212.0,18,0,842.0,No,Sí,Alto,0
1746,46,Masculino,Soltero,Secundaria,Santa Cruz,Empleado Público,228.0,4652.0,27223.0,60,0,689.0,No,No,Bajo,0
1747,34,Masculino,Unión Libre,Secundaria,Riberalta,Desempleado,,,65903.0,24,3,754.0,No,No,Medio,0
1748,34,Masculino,Soltero,Técnico,La Paz,Independiente,86.0,5979.0,71889.0,36,6,554.0,NO,Sí,Alto,0
1749,26,Masculino, UNIÓN LIBRE,Primaria,Tarija,Empleado Público,466.0,800.0,7160.0,24,0,697.0,No,No,Bajo,0
1750,68,Femenino,Unión Libre,Secundaria,Tarija,Dependiente,327.0,4041.0,33654.0,18,5,585.0,Sí,No,Medio,0
1751,25,Masculino,Soltero,Licenciatura,Cochabamba,Dependiente,106.0,11343.0,60861.0,6,0,686.0,NO,No,Bajo,1
1752,22,Femenino, DIVORCIADO,Licenciatura,Santa Cruz,Independiente,326.0,9099.0,69171.0,18,3,712.0,No,No,Medio,1
1753,67,Femenino,Unión Libre,Secundaria,Santa Cruz,Dependiente,363.0,6182.0,34761.0,12,3,654.0,NO,No,Bajo,0
1754,47,Masculino,Unión Libre,Licenciatura,El Alto,Desempleado,,8359.0,14126.0,36,3,850.0,Sí,Sí,Alto,0
1755,41,Femenino,Unión Libre,Licenciatura,Sucre,Independiente,165.0,,103665.0,48,0,779.0,No,No,Medio,1
1756,57,Femenino,Casado,Licenciatura,Santa Cruz,Jubilado,449.0,8036.0,51004.0,18,5,756.0,NO,No,Bajo,1
1757,38,Femenino, SOLTERO,Licenciatura,Montero,Dependiente,77.0,8634.0,60840.0,18,1,719.0,Sí,Sí,Alto,0
1758,24,Femenino,Divorciado,Licenciatura,Cochabamba,Independiente,6.0,10300.0,27995.0,36,5,809.0,No,No,Medio,1
1759,56,Masculino,Casado,Técnico,Santa Cruz,Empleado Público,320.0,7549.0,80434.0,12,4,521.0,No,No,Medio,0
1760,27,Femenino,Casado,Licenciatura,Potosí,Dependiente,436.0,8829.0,29206.0,48,3,773.0,Sí,No,Bajo,1
1761,47,Masculino,Casado,Posgrado,Santa Cruz,Independiente,240.0,10061.0,63066.0,18,2,,Sí,No,Alto,0
1762,68,Masculino,Casado,Secundaria,Cobija,Independiente,64.0,2787.0,31145.0,12,4,599.0,No,No,Alto,0
1763,67,Femenino,Soltero,Secundaria,El Alto,Jubilado,430.0,7256.0,49039.0,12,6,701.0,Sí,No,Bajo,1
1764,37,Femenino,Casado,Primaria,Sacaba,Empleado Público,121.0,1819.0,23282.0,48,6,761.0,NO,No,Bajo,1
1765,59,Masculino,Soltero,Posgrado,Sucre,Dependiente,397.0,9667.0,39038.0,12,6,,Sí,No,Medio,0
1766,50,Masculino,Casado,Técnico,Tarija,Independiente,294.0,,61914.0,36,1,604.0,Sí,No,Medio,1
1767,43,Masculino,Divorciado,Licenciatura,Santa Cruz,Independiente,161.0,11557.0,140232.0,12,4,659.0,Sí,No,Medio,0
1768,25,Masculino,Casado,Licenciatura,Tarija,Dependiente,300.0,11524.0,84911.0,12,2,,No,No,Bajo,1
1769,37,Femenino,Casado,Posgrado,El Alto,Independiente,320.0,,84703.0,48,6,727.0,No,No,Medio,0
1770,52,Femenino,Soltero,Secundaria,Oruro,Dependiente,326.0,3678.0,23592.0,12,6,850.0,No,No,Bajo,0
1771,70,Masculino,Unión Libre,Licenciatura,La Paz,Dependiente,176.0,10666.0,102662.0,6,6,688.0,No,No,Bajo,1
1772,18,Femenino,Casado,Licenciatura,El Alto,Independiente,274.0,,80249.0,24,1,584.0,No,No,Alto,0
1773,56,Masculino,Casado,Primaria,Santa Cruz,Dependiente,20.0,6195.0,56973.0,48,2,533.0,si,Sí,Alto,0
1774,62,Masculino,Soltero,Licenciatura,Santa Cruz,Independiente,194.0,14082.0,159747.0,18,4,621.0,NO,No,Medio,0
1775,68,Masculino,Soltero,Secundaria,Santa Cruz,Dependiente,181.0,800.0,8660.0,12,5,565.0,No,No,Medio,0
1776,40,Femenino,Casado,Licenciatura,Sucre,Empleado Público,257.0,8922.0,70888.0,60,2,692.0,si,Sí,Alto,0
1777,24,Femenino,Unión Libre,Técnico,El Alto,Dependiente,456.0,6686.0,34027.0,36,0,691.0,NO,Sí,Alto,0
1778,32,Femenino,Casado,Secundaria,Oruro,Desempleado,,6254.0,59765.0,48,0,608.0,Sí,No,Medio,0
1779,63,Femenino, SOLTERO,Secundaria,La Paz,Dependiente,232.0,2812.0,32063.0,36,4,829.0,Sí,No,Bajo,1
1780,64,Masculino,Viudo,Secundaria,Oruro,Independiente,310.0,7458.0,63329.0,36,3,584.0,NO,No,Alto,0
1781,51,Femenino,Casado,Secundaria,Sucre,Dependiente,52.0,2760.0,13133.0,18,3,639.0,No,Sí,Alto,0
1782,24,Femenino,Viudo,Licenciatura,Santa Cruz,Dependiente,231.0,6682.0,49343.0,18,5,708.0,Sí,No,Bajo,1
1783,24,Femenino,Soltero,Secundaria,Potosí,Independiente,330.0,,59312.0,36,0,730.0,No,No,Medio,0
1784,43,Femenino,Casado,Secundaria,Montero,Empleado Público,328.0,6661.0,79739.0,36,5,765.0,si,No,Bajo,1
1785,49,Masculino,Unión Libre,Licenciatura,Sucre,Desempleado,,9220.0,31072.0,60,1,689.0,No,No,Medio,1
1786,19,Femenino,Soltero,Licenciatura,Santa Cruz,Dependiente,224.0,7114.0,24157.0,24,6,745.0,No,No,Bajo,1
1787,54,Masculino, CASADO,Técnico,Santa Cruz,Dependiente,436.0,10429.0,60990.0,18,6,590.0,Sí,No,Medio,0
1788,46,Femenino,Unión Libre,Posgrado,Oruro,Empleado Público,470.0,10568.0,30563.0,24,3,733.0,NO,No,Bajo,1
1789,18,Masculino, SOLTERO,Técnico,El Alto,Independiente,275.0,6838.0,82066.0,24,2,731.0,No,No,Medio,1
1790,23,Femenino,Soltero,Licenciatura,Sucre,Dependiente,44.0,8655.0,53481.0,18,1,786.0,No,Sí,Alto,0
1791,42,Femenino,Casado,Primaria,Santa Cruz,Empleado Público,180.0,2633.0,19860.0,36,1,,Sí,No,Medio,0
1792,56,Masculino,Soltero,Licenciatura,Sucre,Independiente,367.0,,53838.0,24,6,568.0,Sí,No,Alto,0
1793,61,Masculino,Soltero,Posgrado,La Paz,Independiente,279.0,11725.0,76848.0,6,1,724.0,NO,No,Medio,0
1794,40,Masculino,Casado,Licenciatura,La Paz,Dependiente,450.0,7343.0,89217.0,24,3,411.0,No,No,Medio,0
1795,33,Femenino,Divorciado,Técnico,Riberalta,Independiente,392.0,5567.0,39162.0,24,3,694.0,No,No,Medio,0
1796,69,Femenino,,Licenciatura,Tarija,Dependiente,30.0,8745.0,14227.0,48,4,745.0,No,No,Bajo,1
1797,42,Masculino,Soltero,Secundaria,Trinidad,Empleado Público,414.0,4821.0,20909.0,18,5,598.0,No,No,Medio,1
1798,34,Femenino,Divorciado,Licenciatura,Quillacollo,Dependiente,171.0,4902.0,61751.0,24,3,611.0,Sí,No,Bajo,0
1799,41,Masculino,Casado,Licenciatura,Santa Cruz,Empleado Público,393.0,9729.0,119684.0,24,5,553.0,No,Sí,Alto,0
